date,ticker,source,value,unit,delta_pct
2026-07-14,cj-a00,长江有色金属现货市场,23270.0000,CNY/t,1.174
2026-07-14,FBX01,freightos_fbx,3979.6000,USD/40ft,0.000
2026-07-14,FBX02,freightos_fbx,426.0000,USD/40ft,0.000
2026-07-14,FBX03,freightos_fbx,9140.0000,USD/40ft,0.000
2026-07-14,FBX04,freightos_fbx,533.0000,USD/40ft,0.000
2026-07-14,FBX11,freightos_fbx,5831.0000,USD/40ft,0.000
2026-07-14,FBX12,freightos_fbx,557.0000,USD/40ft,0.000
2026-07-14,FBX13,freightos_fbx,7160.0000,USD/40ft,0.000
2026-07-14,FBX14,freightos_fbx,669.0000,USD/40ft,0.000
2026-07-14,FBX21,freightos_fbx,537.0000,USD/40ft,0.000
2026-07-14,FBX22,freightos_fbx,2116.0000,USD/40ft,0.000
2026-07-14,FBX24,freightos_fbx,1297.0000,USD/40ft,0.000
2026-07-14,FBX26,freightos_fbx,2475.0000,USD/40ft,0.000
2026-07-14,frt-hcmc,Estimated · FBX01 × 0.42 (no public SH→HCMC index),1671.0000,USD/40ft,0.000
2026-07-14,shfe-al-front,SHFE via Sina Finance,23290.0000,CNY/t,1.261
2026-07-14,shfe-main,SHFE via Sina Finance,23290.0000,CNY/t,1.261
2026-07-14,AUD/CNY,PBOC via chinamoney.com.cn,4.701500,,
2026-07-14,CAD/CNY,PBOC via chinamoney.com.cn,4.801600,,
2026-07-14,CHF/CNY,PBOC via chinamoney.com.cn,8.342300,,
2026-07-14,CNY/AED,PBOC via chinamoney.com.cn,0.540470,,
2026-07-14,CNY/DKK,PBOC via chinamoney.com.cn,0.966100,,
2026-07-14,CNY/HUF,PBOC via chinamoney.com.cn,46.408600,,
2026-07-14,CNY/KRW,PBOC via chinamoney.com.cn,220.480000,,
2026-07-14,CNY/MOP,PBOC via chinamoney.com.cn,1.187900,,
2026-07-14,CNY/MXN,PBOC via chinamoney.com.cn,2.577600,,
2026-07-14,CNY/MYR,PBOC via chinamoney.com.cn,0.599270,,
2026-07-14,CNY/NOK,PBOC via chinamoney.com.cn,1.439800,,
2026-07-14,CNY/PLN,PBOC via chinamoney.com.cn,0.559960,,
2026-07-14,CNY/RUB,PBOC via chinamoney.com.cn,11.295100,,
2026-07-14,CNY/SAR,PBOC via chinamoney.com.cn,0.552580,,
2026-07-14,CNY/SEK,PBOC via chinamoney.com.cn,1.430400,,
2026-07-14,CNY/THB,PBOC via chinamoney.com.cn,4.932100,,
2026-07-14,CNY/TRY,PBOC via chinamoney.com.cn,6.918780,,
2026-07-14,CNY/ZAR,PBOC via chinamoney.com.cn,2.423500,,
2026-07-14,EUR/CNY,PBOC via chinamoney.com.cn,7.736700,,
2026-07-14,GBP/CNY,PBOC via chinamoney.com.cn,9.072100,,
2026-07-14,HKD/CNY,PBOC via chinamoney.com.cn,0.867460,,
2026-07-14,JPY/CNY,PBOC via chinamoney.com.cn,0.041850,,
2026-07-14,NZD/CNY,PBOC via chinamoney.com.cn,3.914800,,
2026-07-14,SGD/CNY,PBOC via chinamoney.com.cn,5.250000,,
2026-07-14,USD/BRL,open.er-api.com,5.118472,,
2026-07-14,USD/CNY,PBOC via chinamoney.com.cn,6.799000,,
2026-07-14,USD/VND,open.er-api.com,26190.515774,,
