date,ticker,source,value,unit,delta_pct
2026-08-12,cj-a00,长江有色金属现货市场,24370.0000,CNY/t,1.120
2026-08-12,FBX01,freightos_fbx,3607.0000,USD/40ft,0.000
2026-08-12,FBX02,freightos_fbx,374.0000,USD/40ft,0.000
2026-08-12,FBX03,freightos_fbx,9144.0000,USD/40ft,0.000
2026-08-12,FBX04,freightos_fbx,487.0000,USD/40ft,0.000
2026-08-12,FBX11,freightos_fbx,5085.0000,USD/40ft,0.000
2026-08-12,FBX12,freightos_fbx,522.0000,USD/40ft,0.000
2026-08-12,FBX13,freightos_fbx,6067.0000,USD/40ft,0.000
2026-08-12,FBX14,freightos_fbx,456.0000,USD/40ft,0.000
2026-08-12,FBX21,freightos_fbx,444.0000,USD/40ft,0.000
2026-08-12,FBX22,freightos_fbx,2244.0000,USD/40ft,0.000
2026-08-12,FBX24,freightos_fbx,1246.0000,USD/40ft,0.000
2026-08-12,FBX26,freightos_fbx,2464.0000,USD/40ft,0.000
2026-08-12,frt-hcmc,Estimated · FBX01 × 0.42 (no public SH→HCMC index),1515.0000,USD/40ft,0.000
2026-08-12,shfe-al-front,SHFE via Sina Finance,24405.0000,CNY/t,0.722
2026-08-12,shfe-main,SHFE via Sina Finance,24405.0000,CNY/t,0.722
2026-08-12,AUD/CNY,PBOC via chinamoney.com.cn,4.779300,,
2026-08-12,CAD/CNY,PBOC via chinamoney.com.cn,4.857400,,
2026-08-12,CHF/CNY,PBOC via chinamoney.com.cn,8.346100,,
2026-08-12,CNY/AED,PBOC via chinamoney.com.cn,0.543100,,
2026-08-12,CNY/DKK,PBOC via chinamoney.com.cn,0.957400,,
2026-08-12,CNY/HUF,PBOC via chinamoney.com.cn,46.707000,,
2026-08-12,CNY/KRW,PBOC via chinamoney.com.cn,209.160000,,
2026-08-12,CNY/MOP,PBOC via chinamoney.com.cn,1.191100,,
2026-08-12,CNY/MXN,PBOC via chinamoney.com.cn,2.519200,,
2026-08-12,CNY/MYR,PBOC via chinamoney.com.cn,0.604000,,
2026-08-12,CNY/NOK,PBOC via chinamoney.com.cn,1.403700,,
2026-08-12,CNY/PLN,PBOC via chinamoney.com.cn,0.550140,,
2026-08-12,CNY/RUB,PBOC via chinamoney.com.cn,12.225600,,
2026-08-12,CNY/SAR,PBOC via chinamoney.com.cn,0.555190,,
2026-08-12,CNY/SEK,PBOC via chinamoney.com.cn,1.407500,,
2026-08-12,CNY/THB,PBOC via chinamoney.com.cn,4.906200,,
2026-08-12,CNY/TRY,PBOC via chinamoney.com.cn,7.053600,,
2026-08-12,CNY/ZAR,PBOC via chinamoney.com.cn,2.391200,,
2026-08-12,EUR/CNY,PBOC via chinamoney.com.cn,7.809500,,
2026-08-12,GBP/CNY,PBOC via chinamoney.com.cn,9.140700,,
2026-08-12,HKD/CNY,PBOC via chinamoney.com.cn,0.865150,,
2026-08-12,JPY/CNY,PBOC via chinamoney.com.cn,0.042548,,
2026-08-12,NZD/CNY,PBOC via chinamoney.com.cn,3.976700,,
2026-08-12,SGD/CNY,PBOC via chinamoney.com.cn,5.288400,,
2026-08-12,USD/CNY,PBOC via chinamoney.com.cn,6.788200,,
