date,ticker,source,value,unit,delta_pct
2026-06-17,cj-a00,长江有色金属现货市场,23870.0000,CNY/t,0.294
2026-06-17,fob-6061,Formula · LME 3M + extrusion premium,4036.7500,USD/t,2.061
2026-06-17,fob-6063,Formula · LME 3M + extrusion premium,3766.7500,USD/t,2.212
2026-06-17,lme-3m,Yahoo Finance,3416.7500,USD/t,2.444
2026-06-17,shfe-al-front,SHFE via Sina Finance,23880.0000,CNY/t,0.210
2026-06-17,shfe-main,SHFE via Sina Finance,23880.0000,CNY/t,0.210
2026-06-17,AUD/CNY,PBOC via chinamoney.com.cn,4.794400,,
2026-06-17,CAD/CNY,PBOC via chinamoney.com.cn,4.845000,,
2026-06-17,CHF/CNY,PBOC via chinamoney.com.cn,8.561600,,
2026-06-17,CNY/AED,PBOC via chinamoney.com.cn,0.541760,,
2026-06-17,CNY/DKK,PBOC via chinamoney.com.cn,0.948800,,
2026-06-17,CNY/HUF,PBOC via chinamoney.com.cn,44.294100,,
2026-06-17,CNY/KRW,PBOC via chinamoney.com.cn,223.240000,,
2026-06-17,CNY/MOP,PBOC via chinamoney.com.cn,1.185200,,
2026-06-17,CNY/MXN,PBOC via chinamoney.com.cn,2.531800,,
2026-06-17,CNY/MYR,PBOC via chinamoney.com.cn,0.598940,,
2026-06-17,CNY/NOK,PBOC via chinamoney.com.cn,1.397200,,
2026-06-17,CNY/PLN,PBOC via chinamoney.com.cn,0.537220,,
2026-06-17,CNY/RUB,PBOC via chinamoney.com.cn,10.730500,,
2026-06-17,CNY/SAR,PBOC via chinamoney.com.cn,0.553530,,
2026-06-17,CNY/SEK,PBOC via chinamoney.com.cn,1.380700,,
2026-06-17,CNY/THB,PBOC via chinamoney.com.cn,4.803900,,
2026-06-17,CNY/TRY,PBOC via chinamoney.com.cn,6.825040,,
2026-06-17,CNY/ZAR,PBOC via chinamoney.com.cn,2.384400,,
2026-06-17,EUR/CNY,PBOC via chinamoney.com.cn,7.877600,,
2026-06-17,GBP/CNY,PBOC via chinamoney.com.cn,9.109900,,
2026-06-17,HKD/CNY,PBOC via chinamoney.com.cn,0.869450,,
2026-06-17,JPY/CNY,PBOC via chinamoney.com.cn,0.042346,,
2026-06-17,NZD/CNY,PBOC via chinamoney.com.cn,3.955700,,
2026-06-17,SGD/CNY,PBOC via chinamoney.com.cn,5.292500,,
2026-06-17,USD/BRL,open.er-api.com,5.067231,,
2026-06-17,USD/CNY,PBOC via chinamoney.com.cn,6.809600,,
2026-06-17,USD/VND,open.er-api.com,26168.447741,,
