date,ticker,source,value,unit,delta_pct
2026-07-19,FBX01,freightos_fbx,3852.8000,USD/40ft,-0.258
2026-07-19,FBX02,freightos_fbx,426.0000,USD/40ft,0.000
2026-07-19,FBX03,freightos_fbx,9140.0000,USD/40ft,0.000
2026-07-19,FBX04,freightos_fbx,533.0000,USD/40ft,0.000
2026-07-19,FBX11,freightos_fbx,5831.0000,USD/40ft,0.000
2026-07-19,FBX12,freightos_fbx,557.0000,USD/40ft,0.000
2026-07-19,FBX13,freightos_fbx,7160.0000,USD/40ft,0.000
2026-07-19,FBX14,freightos_fbx,669.0000,USD/40ft,0.000
2026-07-19,FBX21,freightos_fbx,537.0000,USD/40ft,0.000
2026-07-19,FBX22,freightos_fbx,2116.0000,USD/40ft,0.000
2026-07-19,FBX24,freightos_fbx,1297.0000,USD/40ft,0.000
2026-07-19,FBX26,freightos_fbx,2475.0000,USD/40ft,0.000
2026-07-19,frt-hcmc,Estimated · FBX01 × 0.42 (no public SH→HCMC index),1618.0000,USD/40ft,-0.247
2026-07-19,USD/BRL,open.er-api.com,5.099870,,
2026-07-19,USD/CNY,open.er-api.com,6.789200,,
2026-07-19,USD/VND,open.er-api.com,26187.462222,,
