date,ticker,source,value,unit,delta_pct
2026-08-22,FBX01,freightos_fbx,3562.7500,USD/40ft,-3.443
2026-08-22,FBX02,freightos_fbx,347.0000,USD/40ft,-1.700
2026-08-22,FBX03,freightos_fbx,9522.0000,USD/40ft,1.061
2026-08-22,FBX04,freightos_fbx,491.0000,USD/40ft,-6.119
2026-08-22,FBX11,freightos_fbx,4699.0000,USD/40ft,-6.189
2026-08-22,FBX12,freightos_fbx,519.0000,USD/40ft,-2.260
2026-08-22,FBX13,freightos_fbx,4977.0000,USD/40ft,-14.631
2026-08-22,FBX14,freightos_fbx,354.0000,USD/40ft,-18.056
2026-08-22,FBX21,freightos_fbx,417.0000,USD/40ft,-11.087
2026-08-22,FBX22,freightos_fbx,2355.0000,USD/40ft,5.134
2026-08-22,FBX24,freightos_fbx,1101.0000,USD/40ft,-12.201
2026-08-22,FBX26,freightos_fbx,2310.0000,USD/40ft,-6.326
2026-08-22,frt-hcmc,Estimated · FBX01 × 0.42 (no public SH→HCMC index),1496.0000,USD/40ft,-3.484
2026-08-22,shfe-al-front,SHFE via Sina Finance,23835.0000,CNY/t,0.591
2026-08-22,shfe-main,SHFE via Sina Finance,23835.0000,CNY/t,0.591
2026-08-22,USD/BRL,open.er-api.com,5.177020,,
2026-08-22,USD/CNY,open.er-api.com,6.737851,,
2026-08-22,USD/VND,open.er-api.com,25959.196805,,
